Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
BUBARKAN partai politik !!!,1,0,0,1,0,0,0,0,1,0,0,1
USER Wahahahaha kalau ada cacat selama pengiriman bisa cashback',0,0,0,0,0,0,0,0,0,0,0,0
"Miris, GP ga belajar dari kasus Ahok.",1,0,1,0,0,0,0,0,1,1,0,0
USER Mata kamu keknya makin sipit.',0,0,0,0,0,0,0,0,0,0,0,0
USER USER maunya eue kamu',0,1,0,0,0,0,0,0,0,0,0,0
"USER Secuil ketulusan &amp; keikhlasan SANDIAGA UNO yg hx seorang wakil gubernur... dapat mmbuat sia""1000x pencitraan sang ambisius...",1,0,1,0,0,0,0,0,1,1,0,0
"USER Pak USER Anda tidak berani mengatakan Muhammad Nabi Gadungan, jelaskan saja Allah SWT sudah mati",1,1,0,1,1,0,0,0,0,0,1,0
"USER USER Betul boss, sama kyk mayoritas non muslim dan etnis tionghoa yg milih btp kmren... Normal saja dlm politik mah'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER DPR DPRD jancok asu aanjing babi kontol jembut bajingan bangsat tempek gendeng taeeekkk banci',1,1,0,1,0,0,0,1,0,0,1,0
USER USER Kluarga lo kali yg bahlul... anjing yahudi israel lo ya trnyata!!!\n\nAkhir2 ini mulai pda berani kek na anjing2 na yahudi muncul terang2an d indonesia!!! Bangsaatt...',1,1,1,0,1,0,0,0,0,1,0,0
bubarkan pansus buang uang dan cari gara-gara tok.... URL,1,0,0,1,0,0,0,0,1,0,0,1
"â??2019 akan muncul pemimpin Muslim!!!!!â??; ; Monmaap nih bang, emang Presiden kite yang sekarang nyembah pepohonan ape pegimane",0,0,0,0,0,0,0,0,0,0,0,0
lagi Tenaga kerja asal Cina melecehkan lambang Negara Indonesia: URL melalui USER,1,0,0,1,0,1,0,0,0,0,1,0
"USER iya disitu cina gak langsung kasi ke plestina tapi melalui negara2 arab lain, jadi gak dibebankan ke palestina semua dan palestina gak terlalu dicekok sama utang, aku ga fokus di utang atau ngga, tapi jgn sampe kita liat cina selalu negati",0,0,0,0,0,0,0,0,0,0,0,0
Ada yg bilang Jokowi diktator eh ternyata orangnya kirim surat ke KPK minta tunda pemeriksaan kurang bercermin itu orang.,1,0,1,0,0,0,0,0,1,1,0,0
Yang laporin abu janda ga salah bos tr bisa2 ente yg di laporin bro..,0,0,0,0,0,0,0,0,0,0,0,0
"USER Point yg keren, ""Bangsa ini pernah dibawa ke kanan oleh Masyumi, tak bisa, dibawa ke kiri oleh PKI, tak bisa, karena bangsa ini memang ditakdirkan berada ditengah, menjadi milik semua bangsa""\xf0\x9f\x99\x8f'",0,0,0,0,0,0,0,0,0,0,0,0
typo lagi kampang :))))))',0,1,0,0,0,0,0,0,0,0,0,0
USER USER Nah kalau itu Tinggal mental yg buang sampah. Kan sudah ada tempat sampah. Jangan buang sembarangan. Jaga juga lingkungan kita.',0,0,0,0,0,0,0,0,0,0,0,0
Lebih banyak orang buta karena harta atau buta karena cinta ?',0,0,0,0,0,0,0,0,0,0,0,0
USER Pak USER saya ttap mendesak Anda menyatakan Muhammad Nabi Gadungan agar bangsa ini terselamatkan,1,1,0,1,1,0,0,0,0,0,1,0
USER 8300 pekerja #korbanphkfreeport sudah setahun blm menemukan hak2nya dan terus berjuang pak. :),0,0,0,0,0,0,0,0,0,0,0,0
"Kalau lo gak tau apa-apa ya jangan berkoar sembarangan dong, keliatan banget kalau lo itu beneran bego :)) #FuckYou",1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER USER USER Kmrn galak2 klo ngomong. Skrg sibuk klarifikasi. Dasar bajingan',1,1,0,1,0,0,0,0,1,0,1,0
"Kenapa ya akhir2 ini gw ngerasain sendiri layanan perusahaan digital indonesia makin pada kacrut\n\nDunia IT kita berkembang pesat loh, tapi kalau pemeliharaannya gak beres malah ujung2nya rugiin customer'",1,1,0,1,0,0,0,0,1,0,1,0
"USER Beradaptasi dgn budaya lokal adalah strategi survival Gereja. Di Katolik tdnya tdk mau, maunya ibadah tetap pake bhs Latin'",0,0,0,0,0,0,0,0,0,0,0,0
USER Dasar tai ijo',1,1,1,0,0,0,0,0,1,1,0,0
USER oiya biar pada maho pas upacara',0,1,0,0,0,0,0,0,0,0,0,0
"Sayang sekali Bangsa ini Paling jago kalau merasa-rasa. Yg mendukung Pak Ahok merasa paling benar, yg mendukung Mas Anies merasa paling suci",1,0,0,1,0,0,0,0,1,0,1,0
USER Tergantung tempatnya kayaknya. Gw kemarin mengantarkan nyokap ke rumah sakit katolik di sini beres-beres aja sih walaupun rame. Klinik dekat rumah yang bermasalah.',0,0,0,0,0,0,0,0,0,0,0,0
â??; ; C. Hubungi Ahlinya. ; ; â?¢ Tentunya bicaralah dengan para pemimpin agama atau seorang exorcist yang bisa melakukan exorcist.; ; â?¢ Tentukan sebanyak yang kalian bisa tentang perilaku roh tersebut untuk membantu sang exorcist (+); ; #KTZ916,0,0,0,0,0,0,0,0,0,0,0,0
RezimRepresifAntiIslam LENGSERKAN JOKOWI,1,0,1,0,1,0,0,0,0,0,0,1
Sebenarnya ini yg diinginkan rakyat lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
"Nama2 yg sering disebut bakalan jadi kandidat Capres/Cawapres sudah ada yg berani lantang ""Saya akan batalkan total proyek reklamasi jika jadi Presiden""?",0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Enaknya Kesusu #cutepasutri #naked #toge #nude #puting #sexy #sange #bugil #tantebinal #tantemontok #amateur #tantesemo\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0
"Aku ceritakan kepadamu sebuah kisah asing. Tapi taukah kamu, cerita itu adalah sebuah angan dalam benakku.'",0,0,0,0,0,0,0,0,0,0,0,0
RT USER Ternyata Budha pun teroris,1,0,0,1,1,0,0,0,0,0,1,0
"USER cara yang digunakan , mirip banget dgn cara menyusupnya PKI, memprovokasi lalu mencuci tangan'",0,0,0,0,0,0,0,0,0,0,0,0
"Betul tul tul, krn dia tuh sbnrnya sudah dilupakan rakyat, jd cari sensasi. Kasian banget RT USER: Prabowo makin panik. \nPrabowo makin membabi buta. \nSerang siapa saja. \nElite politik dikatakan goblog dan bermental maling.\nKritik tdk ada konsep. Kritik tdk terarah.'",0,1,0,0,0,0,0,0,0,0,0,0
"RT USER: PERSIB BUTUT, SOLER GOBLOG'",1,1,0,1,0,0,0,0,1,0,1,0
Ya Allah ekonomi makin kacauð??©,0,0,0,0,0,0,0,0,0,0,0,0
Negara Agama pertama adalah Holy Roman Empire RT USER USER Kalau itu kamu buat jadi acuannya maka negara kristen juga tdk ada,0,0,0,0,0,0,0,0,0,0,0,0
(33) Program8: Peningkatan program bantuan sarana dan prasarana keagamaan dan kesejahteraan guru agama formal dan non formal. #Asyikm3nang USER #Asyikm3nang,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Morning gays .. udah coli pagi belum ? #kontol #coli #gay #bahancoli URL,0,1,0,0,0,0,0,0,0,0,0,0
"teriak-teriak Pancasila, koar-koar NKRI HARGA MATI, tetapi MENOLAK film G-30-S PKI diputar ulang. Situ bunglon apa antek komunis?",1,1,1,0,0,1,0,0,0,1,0,0
RT USER: USER ada PKI kali nyusup diacara ente min ... massa pada teriak ganyang PKI ..,1,0,0,1,0,1,0,0,0,0,1,0
"Jadi ya... gak bisa menghakimi juga semua yang bahasanya campur2 itu sok. Bisa jadi dia sedang belajar, bisa jadi dia lagi menyampaikan dalam bahasa yang bukan kebiasaan dia, bisa jadi kata asing itu ga ada padanan super pasnya di bahasa lain.'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER ah masa iya, gua sempet mikir apa nanti super giant dikeluarin pas avenger 4 karna dia kuat banget, tapi kalo ngeliat di game marvel future fight, itu super giant culun abis dibanding black order yang lain'",0,0,0,0,0,0,0,0,0,0,0,0
USER dm kaya minta verif kunyuk bukan hai hai aja',0,1,0,0,0,0,0,0,0,0,0,0
USER hahahahaha tai cuk',0,1,0,0,0,0,0,0,0,0,0,0
"Kits doakan,semoga 2019 President yang Amanah,Fathonah,Shidiq,Tabligh",0,0,0,0,0,0,0,0,0,0,0,0
USER USER - sekolah di sekolaan kristen\n- gak mesantren\n- kuliah di LIPIA (yaysn wahabi)\n- 2X dipenjara\n- ceramah dukung isis dan anggap sodar\n- kabur dr kasus hukm.\nNgaku IB umat islam??? Allooowwww umat yg mana?',1,0,1,0,1,0,0,0,0,1,0,0
"RT USER: Lengkap sudah penderitaan\n\nGa bisa pakai kontol.\nPakai tangan\n\nPas pakai tangan, cewe nya kesakitan. URL",0,1,0,0,0,0,0,0,0,0,0,0
"USER Hei setan!!! Semua operator tri jawabannya sama, banyaknya antusiasme... skrg masalahnya masuk pun gak bisa!!! Nunggu 1 jam gak di angkat. Brgkali pingsan semua..'",1,1,0,1,0,0,0,0,1,0,1,0
USER Diajak dialog menolak.. ada apa? Wajar bila rakyat menuduh kalian antek komunis,1,0,0,1,0,1,0,0,0,0,1,0
"Didepan baik, dibelakang busuk. Sampah!'",0,1,0,0,0,0,0,0,0,0,0,0
RT USER USER USER USER Begitulah manusia2 rakus kekuasaan. Segala cara dihalalkan ogah milih nya,1,0,1,0,0,0,0,0,1,1,0,0
USER WKWKWKKWKW NGAKAK\n\nKalo ayah aku gini\nMama: *manggil ayah berulang kali*\nAyah: ngapain sih manggil2? Mau nete apa',0,1,0,0,0,0,0,0,0,0,0,0
Jamban favourite aku mesti bukan no ganjil. Sebab cerita time dekat asrama jamban no ganjil selalu ada org ketuk pintu malam malam \xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0,0,0,0
USER Atlit berprestasi cukup didukung sampai mentok. Setelah mentok disekolahin jd pelatih. Terserah jd pelatih dlm negeri ato jd TKI luar negeri cc USER',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER USER kunyuk raimu.klo mo bacot ga mikir dlu,percuma lu dduk du dewan?'",1,1,1,0,0,0,1,0,0,1,0,0
USER Jadi pilih. Mau bunga bangkai apa karangan bunga hahaha',0,0,0,0,0,0,0,0,0,0,0,0
"USER NAJIS, KUPING GAJAH THAILAND BELAGU BGT'",1,1,0,1,0,0,0,0,1,0,1,0
"Dukung #2019GantiPresiden, Yusril: Kelompok Islam Tertindas di Era Jokowi",1,0,1,0,0,0,0,0,1,1,0,0
USER Tiati euy bayu gatra edan pisan lah',0,1,0,0,0,0,0,0,0,0,0,0
Su Pin siswi SD Katolik Karya Yosef istrinya Ronaldo Pardede yang sah.',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Tidak semua kata kafir ditujukan bg agama lain, cb kaji lg tu...'",0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: Pacare sopo iki, suruh ngemut kontol seneng eram...\n\n#kimcil #sange #bokep #lokal #sepong #ngentot #susu #montok https:\xe2\x80\xa6'",0,1,0,0,0,0,0,0,0,0,0,0
"Percaya sama pakar dr pd Allah it musyrik,percaya sih boleh aja tp jgn berlebihan sampe lost respect.",0,0,0,0,0,0,0,0,0,0,0,0
"hmm mungkin alasan kita meninggalkan tivi perlahan karena kebanyakan isinya ketakutan, bom, pembunuhan, politik war, korupsi, \n\nkekadang anak millenials bukan ga peduli sama itu. Bahkan mungkin lebih tahu, cm kita skrg lebih mikirin gmn ngatasinnya.'",0,0,0,0,0,0,0,0,0,0,0,0
aku adalah orang malam yang membicarakan terang soe hok gie,0,0,0,0,0,0,0,0,0,0,0,0
Memahami eksistensi KPK dg logika Korupsi maka sama halnya mendirikan Lembaga anti maling utk memberantas Maling. Bubarkan KPK,1,0,0,1,0,0,0,0,1,0,0,1
"USER Lu kira gua udah pake, geblek.'",1,1,1,0,0,0,0,0,1,1,0,0
Dulu katanya jangan pilih pak prabowo beliau diktaktor otoriter. Kenyataan skrng pak jokowi yang diktaktor,1,0,1,0,0,0,0,0,1,1,0,0
USER 1\n\nKaya ga asing deh siapa tp lupa',0,0,0,0,0,0,0,0,0,0,0,0
TumbangkanJokowiRadikal TUMBANGKAN REZIM TIRANI.. LENGSERKAN JOKOWI,1,0,1,0,0,0,0,0,1,0,0,1
"USER Kebut Infrastruktur, biar dianggap satu-satunya Presiden ""Bapak Pembangunan"".; ; Maunya ratusan Infrastruktur; Analisa tak terukur; Kerja ngawur; Ekonomi hancur; Kalo ngomong ngelantur; Pas Mukidi keliru, cebong tidur; Sama penista agama akur; R",1,1,1,0,0,0,0,0,1,1,0,0
Ya hidup emang brengsek meskipun lo orang baik. URL,0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER Emang otak loe bersih cebong dungu\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\nBau got juga\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0
/biarin oppa masukim vibrator ke memek/ oppa kok di masukin? Aku kan mau pemotretan....\nLanjut?',0,1,0,0,0,0,0,0,0,0,0,0
Anies Baswedan Disebut Super Gubernur oleh Mahasiswa Maroko,0,0,0,0,0,0,0,0,0,0,0,0
USER Modus. Papo cungkring mau usap usap rambut aku aja itu',0,1,0,0,0,0,0,0,0,0,0,0
RT USER USER Satu hal USER sama kader-kader sama gobloknya.,1,1,0,1,0,0,0,0,1,0,1,0
"USER Ini yg diutarain sm Quraish di dakwahnya. Thats why sekarang ane ogah banget ngenal ustadz2 baru dakwah dan hanya dengerin yg pilihan gw aja. Lah mau dakwah aja masa pada ga paham konsep hermeneutika, gw jadi salut sama ajaran Katolik yg jag",0,0,0,0,0,0,0,0,0,0,0,0
Serasa ingin mencintai tetapi takut untuk mencintai ehak eek',0,1,0,0,0,0,0,0,0,0,0,0
"USER cemilannya bajingan, wedangnya bajigur, malamnya nasgor jancuk. alhamdulilah smoga varokah'",0,1,0,0,0,0,0,0,0,0,0,0
pak USER kalo jadi Presiden; jadikan lebaran libur nya 21 hari; minimal 15 hari..; jokowi cuma 9 hari..; kan kasian yg mudik lewat darat..; ada yg 2 hari di jalan atau 3 hari..; bahkan ada yg 5 hari di jalan..; jokowi ga ngerti indonesia ini luas..; ac,0,0,0,0,0,0,0,0,0,0,0,0
Barakallah Bang USER ...smg Allah sll menjaga bang sandi dan Pak Anies,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Menunjukkan Kualitas dan Mental yang Labil dari Prabowo URL,1,0,1,0,0,0,0,0,1,1,0,0
KamiBersamaPanglima dan pak USER lebih baik mundur URL,1,0,1,0,0,0,0,0,1,1,0,0
Jokowi super busuk serta licik tidak ada malu sama sekali,1,1,1,0,0,0,0,0,1,1,0,0
USER Sama anjir mangkanya gua on disini mulu',0,1,0,0,0,0,0,0,0,0,0,0
Diharapkan pembahasan dalam Konsultasi Tingkat Tinggi Ulama dan Cendekiawan Muslim ini bisa mengerucutkan konsep watasiyat Islam menjadi sebuah kriteria untuk peradaban utama Islam.; #KTTUlama2018 #KTTIslamWasatiyyah #indonesiabisa #indonesiabertoleransi ;,0,0,0,0,0,0,0,0,0,0,0,0
Biadab banget ini jokowi pasti konspirasi musuh-musuh Islam!,1,1,1,0,1,0,0,0,0,1,0,0
"Kalau pengen lebih mengigit, Prabowo sebaiknya duet dengan Rizal Ramli.\nAura nasionalisme dan perlawanan terhadap hegemoni asing akan menjadi antitesa terhadap Rezim saat ini.'",0,0,0,0,0,0,0,0,0,0,0,0
"USER gua gasuka pilih pilih put, tapi kan alangkah baiknya bila yg sama sama katholik, hehe'",0,0,0,0,0,0,0,0,0,0,0,0
TAI SOMBONG BANGET GA NGAJAK USER URL,1,1,1,0,0,0,0,0,1,1,0,0
USER Sarap lu der',1,1,1,0,0,0,1,0,0,1,0,0
Tahukah anda siapa yang memakai baju abu2. Dia adalah Duta Besar Kuwait sekaligus Sekretaris Umum (BNPTKI) Tatang B Razak. Hari ini datang ke USER berdiskusi cukup banyak bagaimana seharusnya mengurus TKI. USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0
"Sebagai Partai Pendukung, PPP Gelar Munas Ulama Cari Cawapres Jokowi",0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Hoax identik dengan pak jokowi Mulai dari ESEMKA kemudian ekonomi meroket Termasuk klaim keberhasilan SBY *infovalid,1,0,1,0,0,0,0,0,1,1,0,0
Shanks dan krunya telah mengetahui Buah Iblis milik Luffy adalah Gomu Gomu no Mi sebelum dimakannya',0,0,0,0,0,0,0,0,0,0,0,0
"Orang-orang kayak gini pantes dilaknat tangisan rakyat dari masa prakemerdekaan sampe kiamat nanti dan digentayangin arwah pejuang yang kegelisahannya masih lebih militan daripada mereka yang kerjaannya cuma ngawang, kosong, bolot.'",1,1,0,1,0,0,1,0,0,0,1,0
Nyolok headset ke hp ternyata ga kecolok dalem...\n\nKampret.\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0,0,0,0
Ini anak aslinya geblek apa gimana ya? Tp likeable \xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4',1,1,1,0,0,0,0,0,1,1,0,0
"USER USER Alhamdulillah 73 taun Indonesia Merdeka urang Jabar gaduh Bandara Internasional, Hatur nuhun Bapak Presiden USER ; Sing dipasihan sehat sinareng kakiatan kangge janten pemimpin 2periode, mugi dikobul ku Alloh, amin YRA",0,0,0,0,0,0,0,0,0,0,0,0
Andai ahok masih jadi gubernur sudah ditutup itu rumah sakit URL,1,0,1,0,0,0,0,0,1,1,0,0
"Ayo Mas Goen, serukan kepada semua Muslim, BERHENTI nyembah Allah SWT benci kafir, mari kita hidup saling mengasihi",1,0,0,1,1,0,0,0,0,0,1,0
USER Setan terkutuk',1,1,1,0,0,0,0,0,1,1,0,0
USER Itu mantan penyanyi cilik yang gembrot n jelek banget itu ya klu tidak salah eh ternyata gedenya jadi cebong juga kasian deh kamu bakalan kagak ada yang milih calon SJ sombong jelas orang kagak pernah sujud ! TENGGELAMKAN',1,1,1,0,0,0,1,0,0,0,0,1
Siap Tak Siap Presiden Jokowi Ingin Online Single Submission Segera Diterapkan,0,0,0,0,0,0,0,0,0,0,0,0
RT USER USER USER USER USER Penipu koruptor adlh warisan dr bapaknya,1,0,1,0,0,0,0,0,1,1,0,0
"Investasi ga masalah buat kesinambungan jg berjalannya ekonomi dari para pemodal investor asing.. Namun jng sampai rakyat di rugikan.. Kata prabowo di debat capres 2014 silahkan asing bawa duit sendiri dan bsa manfaat buat rakyat, bkn malah sebaliknya..",0,0,0,0,0,0,0,0,0,0,0,0
USER Kalau begitu bubarkan saja KPK dan kembalikan tanggung jawab itu kepada polri dan kejaksaan.,1,0,0,1,0,0,0,0,1,0,0,1
USER Naik haji pake onta wkwk',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Ini yang blg "" masa saya tau saya kan autis"" ya?'",0,0,0,0,0,0,0,0,0,0,0,0
"cc: kaum bumi datar, sumbu pendek, cebong cebong kampret, dan teman-temannya!! \xf0\x9f\x98\x9a URL",1,1,0,1,0,0,0,0,1,0,1,0
"ingin mencoba sopan manggil ke kakak cowok aku aa, tapi JIJIK BANGET NYET GELI SUMPAH GAK KEBAYANG'",0,1,0,0,0,0,0,0,0,0,0,0
ADA PEMIMPIM PRIBUMI knp pilih PEMIMPIN IMPOR yg g BERADAB tukang BERBOHONG yuk PRIBUMIKAN DKI milik BANGSA IND USER USER,1,0,1,0,0,0,0,0,1,1,0,0
"USER USER USER praktisi ekonomi, salah satu putra terbaik Indonesia yang bisa diandalkan. Saya belum lihat tandingan setara beliau dibidang ekonomi nasional. Kalo profesional seperti beliau gagal mengabdi karena kendala partai, sistem pol",0,0,0,0,0,0,0,0,0,0,0,0
edisi PILKADA JATENG,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER Lah emang beliau bukan gubernur pilihan rakyat jkt ? kan bukan gubernur warisan ?,0,0,0,0,0,0,0,0,0,0,0,0
"YF gesek2an kontol yok tapi ga ngewe, mau? rep -kai'",0,1,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER USER USER USER USER USER USER BACOT LU WAN, KAGA ADA YG NYARIIN LU YAKIN DAH'",1,1,1,0,0,0,0,0,1,1,0,0
"Ampas buah &amp; sayuran mengandung vitamin &amp; serat.Minumlah jus bersama ampasnya, agar tetap nikmat minum sedikir demi sedikit sambil dikunyah'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Maen doank, kaga eue anjir :(('",0,1,0,0,0,0,0,0,0,0,0,0
Sdh gak punya alasan Fitnah n serang Presiden isu luar negeri dikaitkan KE BODOHAN FASIK TERSTRUKTUR GOBLOKNYA URL,1,1,1,0,0,0,0,0,1,1,0,0
"AKP SUKARNO,S.H. Ka Polsek bersama Anggota Polsek Panekan, berdialogis dengan Kepala Desa Milangasri Panekan di Kantor Desa Milangasri dan menitipkan pesan Kamtibmas dan ikut mensukseskan Pilkada damai tanpa ujaran kebencian dan unsur Sara. Rabu 11/04",0,0,0,0,0,0,0,0,0,0,0,0
USER Bubarkan aja kpk pilih kasih yg besar malah lolos,1,0,0,1,0,0,0,0,1,0,0,1
"USER USER USER Najis jauh"" lo bikin rejeki seret aja'",1,1,1,0,0,0,0,0,1,1,0,0
RT USER: doi lg mnanti ada kontol yg mao masukin memeknya yg gatel URL,0,1,0,0,0,0,0,0,0,0,0,0
RIP 4 sks mata kuliah economics dan pelajaran ekonomi tentang inflasi pas SMA dulu,0,0,0,0,0,0,0,0,0,0,0,0
RT USER Pribumi harus tolak etnis cina jadi pemimpin di indonesia jgn di adu dgn pancasila atau bhineka..,1,0,0,1,0,1,0,0,0,0,1,0
GANYANG PKI DAN ANTEK ANTEK NYA DI DALAM LBH_JAKARTA SEKARANG.,1,0,0,1,0,1,0,0,0,0,0,1
Bener2 berasa paling suci nih sianying. Goblok',1,1,1,0,0,0,0,0,1,1,0,0
USER BANGKE TIPONYA PARBET NJIRRR\n\nGAK LIAD GUA CHUW',0,1,0,0,0,0,0,0,0,0,0,0
USER Akrab banget sama bom.....',0,0,0,0,0,0,0,0,0,0,0,0
USER USER kunyuk satu nih yg gua punya wkwkwkk',0,1,0,0,0,0,0,0,0,0,0,0
kuping gue budek gilak dari 4 pagi 4 kali ganti busway bodohnya diri ini~~~',0,1,0,0,0,0,0,0,0,0,0,0
RT USER: USER Kemarin lu jadi mantu maling dan goblog dong wo USER',1,1,1,0,0,0,0,0,1,1,0,0
"Sinting ini sanca records. Setelah kemarin sukses cover soundtrack wiro sableng, sekarang sukses juga cover soundtrack mighty morphin power rangers.\n\nJuara\nURL",0,1,0,0,0,0,0,0,0,0,0,0
RT USER: Liburan emang paling enak ngentot. Drpd gak ngapa ngapain mending enak enak sama gw. Buat yg mau booking DM aja. Anyway g\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0
"USER Saya lebih ke curiga aja bib, tau2 takjilnya ada sianida, membunuh gantinya bom.. uwuwuww'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER Dalam konsep agama islam..orang kafir semacam abu jahal, pengemis ato pemuka agama,.gak boleh difitnah..gak boleh dicaci..'",0,0,0,0,0,0,0,0,0,0,0,0
USER Jakarta diera Anies Sandi jg nambah pengangguran,1,0,0,1,0,0,0,0,1,0,1,0
USER Kalo ulama yang lurus ya begitu gak caper,0,0,0,0,0,0,0,0,0,0,0,0
Mulut mu bauk tai.anti korupsi tapi ingin bubarkan KPK.ente dari PKS.Dan PKS itu sahabat KOMUNIS. URL,1,1,1,0,0,1,0,0,0,1,0,0
"WAHAI PRIBUMI, KEKAYAAN ALAM INDONESIA MILIK KALIAN. TAPI DI KUASAI ETNIS CINA. SEMUA LEWAT BANTUAN APARAT PENEGAK HUKUM JONGOS CINA.",1,1,0,1,0,1,0,0,0,0,1,0
Rasakan akibatnya skr.. Teriak pak Ahok Kafir dan penista agama ternyata Asma Dewi terlibat Korup dan Sarachen ... URL,1,0,1,0,0,0,0,0,1,1,0,0
"USER Karena sdh terdesak akan kehancuran kampret yg kian melemah dn terdegedrasinya elektabilitas junjungannya, lalu mohon istilah"" cebong dn kampret itu tdk diteruskan/ distop aja .\nDsr kampret.\nKrn kepepet.\nAkibatnya mencret.\nLalu minta",0,1,0,0,0,0,0,0,0,0,0,0
USER Apalah kau ini bener2 bangsat bodoh tolol bajingan tengik',1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER USER USER USER USER USER Duh cebong ngemeng apa lo? Gak nyambung..',1,1,1,0,0,0,0,0,1,1,0,0
USER Ya Allah ni pres. mestikah dg seragam tni? culun.. gak ada pantes2nya\xf0\x9f\x98\x81',1,1,1,0,0,0,0,0,1,1,0,0
USER Cebong dongo USER USER USER USER USER tetap aja dongo abadi\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85\x,1,1,1,0,0,0,0,0,1,1,0,0
"Masuknya Presiden Joko Widodo alias Jokowi dalam daftar 500 muslim paling berpengaruh, ini membuktikan bahwa Jokowi diterima dengan baik oleh umat muslim.; #TokohMuslimBerpengaruh #TheMuslim500;",0,0,0,0,0,0,0,0,0,0,0,0
PErempiuan Andalan,0,0,0,0,0,0,0,0,0,0,0,0
"hati-hati penjajh cina pakai cara belanda adu domba pribumi, sebelum terlambat usir para china bangsat dari NKRI",1,1,0,1,0,1,0,0,0,0,0,1
"Gue nangis aja tu seringnya pas itu\n\nMeratapi hidup HAHA\n\nNangis jg kenapa rey selalu ada di kondisi2 sakit gue, feell blessed.\n\nAnd yeshh. Gue dpt 1 pelajaran dri sini.\n\nDisini ketauan bgt tmn2 mana yg tulus yg selalu bantu gue.\ndan tmn yg ngej",0,0,0,0,0,0,0,0,0,0,0,0
USER Gue gk sipit\xf0\x9f\x98\x83',0,0,0,0,0,0,0,0,0,0,0,0
"USER Kukira tau wkwkwwk, aku juga awalnya gatau tapi pas searching nama pemain ga asing sih namanya. Gak kok ga serem, bukan horor juga. Seru seru'",0,0,0,0,0,0,0,0,0,0,0,0
"Seandainya hari ini kita membiarkan penyakit berkudis ini bertapak, maka sedikit demi sedikit ia akan menjadi barah yang tidak mampu diubati, kata PU Amin #LGBT\n\n#utusanmalaysia #utusanonline URL",0,0,0,0,0,0,0,0,0,0,0,0
"USER Kalo nurutin bang Fuck ri USER mmg susah\nGa de bener2nye tuh USER . Nanti giliran lembut sama garong ikan,d nyinyirin Pro Asing Aseng dan Asongan.\nLa coba mbok Kamunya kasih sdikit bocoran Prestasi km yg bikin Indonesia bangga.\",1,1,1,0,0,0,0,0,1,1,0,0
RT USER HAL yang BIASA dan gak jadi masalah di zaman SBY sekarang semuanya dibesar-besarkan. Dasar jokowi otoriter URL,1,0,1,0,0,0,0,0,1,1,0,0
"Paradoks itu mati2an keluarkan uang puluhan triliun demi ambil alih 51% saham Freeport, dan jual murah aset negara USER sampai muncul kerugian negara Rp4,08T. Gagal paham sama rezim ini. USER USER USER USER USER'",0,0,0,0,0,0,0,0,0,0,0,0
USER Itu lagi ngomong bacot dalem ati',0,1,0,0,0,0,0,0,0,0,0,0
Dan taun ni hasil panennya diserahkan kepada Pjs Bupati Lebak Ino S Rawita dan Gubernur Banten Wahidin Halim. #SebaBaduy2018,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER cebong dongok...dah kalah malah gila :))',1,1,0,1,0,0,1,0,0,0,1,0
RT USER: USER USER USER anak pemberontak jg ya??,1,0,1,0,0,0,0,0,1,1,0,0
USER kalau waria sih ada harganya daripada yang bencong asal pegang pas tidur~~\n\nNGAHAHAHAHA',0,1,0,0,0,0,0,0,0,0,0,0
